MvaluesInNoise	DvaluesInNoise
-3.70756095559742	4126
-0.906890595608518	7
0	0
1.26303440583379	14
1.41503749927884	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.169925001442312	1
0.736965594166206	2
1.02424754624668	61
1.02384674195437	62
1.02384674195437	62
0.988318194952365	61
0.988318194952365	61
0.958777337273487	67
0.958777337273487	67
0.585707886963978	969
1.41503749927884	10
1.41503749927884	10
-5	155
-5.6724253419715	100
-2.06306226774969	747
-2.06306226774969	747
6.4262647547021	1275
5.39231742277876	20.5
5.39231742277876	20.5
4.3037807481771	75
-2.74189788970844	1246
-2.74189788970844	1246
3.06999645491455	17466
2.57416828674034	27145
1.71049338280502	175
2.8073549220576	732
1.396546573158	8766
5.68267543866525	3324
0.415780964918017	4374
0.415780964918017	4374
-1.52544471959104	8507
6	63
6	63
-1.60812022170841	211
1.48381851030637	15897
1.48381851030637	15897
1.48381851030637	15897
1.8051865103771	4034
-0.0318254458553979	594
-0.104256762966357	535
1.20945336562895	21
1.58496250072116	20
0.530641704720549	12432
0.52307411408811	16017
0.52307411408811	16017
-2	1.5
1.44093608525471	5373
-2.04515667500129	6811
-2.09625116096802	7443
2.10852445677817	53
-3.10792694381005	1067
-3.10792694381005	1067
0.540568381362703	10
0.15200309344505	2
2.58496250072116	2.5
-0.83541884047548	251
-0.137503523749935	1
-0.23437271089727	275
0.180572245641821	2
1.70781924850669	68
2.34482849699744	408
2	1.5
2.56449839816144	349
-2.50366581840979	4760
-0.313636721255971	2712
-0.313636721255971	2712
-1.19037204290328	1018
-1.19037204290328	1018
-7.08657856599073	1619
-7.08657856599073	1619
3.83185699535023	15901
0.415037499278844	5
-0.269005992515789	1672
-0.269005992515789	1672
-2.89194025414255	3738
0.65651576174619	2686
1.37030207005311	7801
1.37030207005311	7801
1.35518317636838	7645
1.35518317636838	7645
1.35518317636838	7645
1.35518317636838	7645
-0.710632009223782	2576
-0.639410284743533	58
-0.567684509289321	54
-3.8073549220576	6.5
1.84799690655495	819
1.84799690655495	819
1.44294349584873	55
0.447997698053243	260
0.0965409759714369	89
0.367667947024387	164
0.39070151466759	172
-1.32192809488736	6
0.222392421336448	2
0.222392421336448	2
-0.597320560885629	14786
-4.73835213443717	1336
2	1.5
2	1.5
2	1.5
0.920247706048767	4663
-2.49591023115143	23181
-2.49591023115143	23181
1.64339233265081	3700
1.07363830980497	5390
3.32192809488736	4.5
2.80178975308651	4211
2.85244281158614	168
