#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc001bkm.2	MAN1C1																							
uc001bkq.4	FAM54B																							
uc001bkr.4	FAM54B																							
uc001bks.4	FAM54B																							
uc001bkt.4	FAM54B																							
uc001bku.4	FAM54B																							
uc001bkv.4	FAM54B																							
uc001bkw.1	C1orf135																							
uc001bkx.3	PAQR7																							
uc001bky.3	STMN1																							
uc001bkz.3	STMN1																							
uc001bla.3	STMN1																							
uc001blb.3	STMN1																							
uc001blc.3	STMN1																							
uc001bld.4	PAFAH2																							
uc001ble.4	PAFAH2																							
uc001blf.3	EXTL1																							
uc001blg.1	SLC30A2																							
uc001blh.1	SLC30A2																							
uc001bli.1	TRIM63																							
uc001blj.4	PDIK1L																							
uc001blk.3	FAM110D																							
uc001bll.4	ZNF593																							
uc001blm.4	CNKSR1																							
uc001bln.4	CNKSR1																							
uc001blq.3	BC030768																							
uc001blr.3	CEP85																							
uc001bls.1	CEP85																							
uc001blt.1	CEP85																							
uc001blu.3	SH3BGRL3																							
uc001blw.3	UBXN11																							
uc001blx.3	UBXN11																							
uc001bly.3	UBXN11																							
uc001blz.1	UBXN11																							
uc001bma.3	UBXN11																							
uc001bmc.3	CD52																							
uc001bmd.4	AIM1L																							
uc001bmf.3	AIM1L																							
uc001bmg.1	ZNF683																							
uc001bmh.1	ZNF683																							
uc001bmi.1	LIN28A																							
uc001bmj.3	LIN28A																							
uc001bmk.3	DHDDS																							
uc001bml.3	DHDDS																							
uc001bmm.3	DHDDS																							
uc001bmn.3	DHDDS																							
uc001bmo.1	AL050085																							
uc001bmp.4	HMGN2																							
uc001bmr.1	RPS6KA1																							
uc001bms.1	RPS6KA1																							
uc001bmt.1	ARID1A																							
uc001bmu.1	ARID1A																							
uc001bmv.1	ARID1A																							
uc001bmw.1	ARID1A																							
uc001bmx.1	ARID1A																							
uc001bmz.3	PIGV																							
uc001bna.3	PIGV																							
uc001bnb.3	ZDHHC18																							
uc001bnc.1	SFN																							
uc001bnd.1	GPN2																							
uc001bne.3	GPATCH3																							
uc001bnf.3	NR0B2																							
uc001bng.1	NUDC																							
uc001bni.2	C1orf172																							
uc001bnj.4	TRNP1																							
uc001bnl.3	SLC9A1																							
uc001bnm.3	SLC9A1																							
uc001bnn.2	SLC9A1																							
uc001bno.3	WDTC1																							
uc001bnp.1	WDTC1																							
uc001bnq.3	WDTC1																							
uc001bnr.4	TMEM222																							
uc001bns.4	TMEM222																							
uc001bnt.4	TMEM222																							
uc001bnv.2	SYTL1																							
uc001bnw.2	SYTL1																							
uc001bnx.2	SYTL1																							
uc001bny.1	MAP3K6																							
uc001bnz.1	MAP3K6																							
uc001boa.3	FCN3																							
uc001bob.3	FCN3																							
uc001boc.3	CD164L2																							
uc001bod.3	GPR3																							
uc001bof.2	WASF2																							
uc001boh.1	AHDC1																							
uc001boi.3	FGR																							
uc001boj.3	FGR																							
uc001bok.3	FGR																							
uc001bol.3	FGR																							
uc001bom.3	FGR																							
uc001bon.1	IFI6																							
uc001boo.1	IFI6																							
uc001bop.1	IFI6																							
uc001boq.3	FAM76A																							
uc001bor.3	FAM76A																							
uc001bos.3	FAM76A																							
uc001bot.3	FAM76A																							
uc001bou.4	STX12																							
uc001bov.2	PPP1R8																							
uc001bow.2	PPP1R8																							
uc001box.2	PPP1R8																							
uc001boy.1	SCARNA1																							
uc001boz.3	C1orf38																							
uc001bpa.3	C1orf38																							
uc001bpc.4	C1orf38																							
uc001bpe.1	RPA2																							
uc001bpf.3	SMPDL3B																							
uc001bpg.3	SMPDL3B																							
uc001bph.1	XKR8																							
uc001bpi.2	EYA3																							
uc001bpj.3	EYA3																							
uc001bpk.2	EYA3																							
uc001bpl.3	PTAFR																							
uc001bpm.4	PTAFR																							
uc001bpn.3	DNAJC8																							
uc001bpo.3	DNAJC8																							
uc001bpp.3	ATPIF1																							
uc001bpq.3	ATPIF1																							
uc001bpr.3	ATPIF1																							
uc001bps.3	SESN2																							
uc001bpt.4	MED18																							
uc001bpu.3	PHACTR4																							
uc001bpv.1	PHACTR4																							
uc001bpw.3	PHACTR4																							
uc001bpx.3	PHACTR4																							
uc001bpy.3	PHACTR4																							
uc001bqa.2	RCC1																							
uc001bqb.2	RCC1																							
uc001bqc.2	RCC1																							
uc001bqd.3	SNHG3																							
uc001bqe.2	RCC1																							
uc001bqf.2	RCC1																							
uc001bqg.2	RCC1																							
uc001bqh.3	TRNAU1AP																							
uc001bqi.3	TRNAU1AP																							
uc001bqk.3	SNHG12																							
uc001bql.3	SNHG12																							
uc001bqm.3	SNHG12																							
uc001bqn.3	SNHG12																							
uc001bqo.3	SNHG12																							
uc001bqq.1	SNORD99																							
uc001bqr.2	SNORA61																							
uc001bqs.2	SNORA44																							
uc001bqt.2	SNORA16A																							
uc001bqu.3	RAB42																							
uc001bqv.3	RAB42																							
uc001bqx.3	TAF12																							
uc001bqy.3	TAF12																							
uc001bqz.3	GMEB1																							
uc001bra.3	GMEB1																							
uc001brb.3	GMEB1																							
uc001brc.3	YTHDF2																							
uc001bre.3	YTHDF2																							
uc001brf.1	OPRD1																							
uc001brg.2	EPB41																							
uc001brh.2	EPB41																							
uc001bri.2	EPB41																							
uc001brj.2	EPB41																							
uc001brk.3	EPB41																							
uc001brl.2	EPB41																							
uc001brm.2	EPB41																							
uc001brn.2	TMEM200B																							
uc001bro.3	SRSF4																							
uc001brp.1	MECR																							
uc001brq.1	MECR																							
uc001brt.1	MECR																							
uc001bru.3	PTPRU																							
uc001brw.3	PTPRU																							
uc001brx.3	PTPRU																							
uc001bry.3	BC042538																							
uc001brz.3	MATN1																							
uc001bsb.1	LOC100129196																							
uc001bsc.2	LAPTM5																							
uc001bsd.2	SDC3																							
uc001bse.2	SDC3																							
uc001bsf.1	PUM1																							
uc001bsh.1	PUM1																							
uc001bsi.1	PUM1																							
uc001bsj.1	PUM1																							
uc001bsk.1	PUM1																							
uc001bsl.1	SNORD85																							
uc001bsm.3	PRO0611																							
uc001bso.3	SNRNP40																							
uc001bsp.1	ZCCHC17																							
uc001bsq.1	ZCCHC17																							
uc001bsr.1	ZCCHC17																							
uc001bss.1	FABP3																							
uc001bst.3	SERINC2																							
uc001bsu.3	SERINC2																							
uc001bsw.2	LOC149086																							
uc001bsy.1	LOC284551																							
uc001bta.3	TINAGL1																							
uc001btc.4	HCRTR1																							
uc001btd.2	HCRTR1																							
uc001bte.1	AX747565																							
uc001bth.2	PEF1																							
uc001btj.1	COL16A1																							
uc001btk.1	COL16A1																							
uc001btl.4	COL16A1																							
uc001btn.3	BAI2																							
uc001bto.3	BAI2																							
uc001btp.1	BAI2																							
uc001btq.1	BAI2																							
uc001btr.1	BC069257																							
uc001bts.1	SPOCD1																							
uc001btu.3	SPOCD1																							
uc001btv.3	SPOCD1																							
uc001btw.1	SPOCD1																							
uc001btx.2	PTP4A2																							
uc001bty.2	PTP4A2																							
uc001bua.1	KHDRBS1																							
uc001bub.3	KHDRBS1																							
uc001buc.1	KHDRBS1																							
uc001buf.4	TMEM39B																							
uc001bug.3	KPNA6																							
uc001buh.3	KPNA6																							
uc001bui.3	TXLNA																							
uc001buj.3	TXLNA																							
uc001bul.1	CCDC28B																							
uc001bum.2	IQCC																							
uc001bun.2	DCDC2B																							
uc001buo.3	TMEM234																							
uc001bup.3	TMEM234																							
uc001buq.4	TMEM234																							
uc001bur.4	EIF3I																							
uc001but.3	MTMR9LP																							
uc001buv.4	MTMR9LP																							
uc001buw.3	FAM167B																							
uc001bux.3	LCK																							
uc001buy.3	LCK																							
uc001buz.3	LCK																							
uc001bva.3	LCK																							
uc001bvb.1	HDAC1																							
uc001bvc.1	HDAC1																							
uc001bvd.3	MARCKSL1																							
uc001bvf.3	TSSK3																							
uc001bvg.4	BSDC1																							
uc001bvh.4	BSDC1																							
uc001bvi.3	BSDC1																							
uc001bvj.3	BSDC1																							
uc001bvk.3	ZBTB8B																							
uc001bvl.4	ZBTB8B																							
uc001bvm.3	ZBTB8A																							
uc001bvn.3	ZBTB8A																							
uc001bvo.1	ZBTB8OS																							
uc001bvp.3	ZBTB8OS																							
uc001bvq.3	ZBTB8OS																							
uc001bvr.3	RBBP4																							
uc001bvs.3	RBBP4																							
uc001bvt.2	SYNC																							
uc001bvu.1	KIAA1522																							
uc001bvv.2	KIAA1522																							
uc001bvw.1	YARS																							
uc001bvx.1	YARS																							
uc001bvy.1	YARS																							
uc001bvz.3	S100PBP																							
uc001bwa.1	S100PBP																							
uc001bwb.1	S100PBP																							
uc001bwc.3	S100PBP																							
uc001bwd.3	S100PBP																							
uc001bwe.3	FNDC5																							
uc001bwf.2	FNDC5																							
uc001bwg.3	FNDC5																							
uc001bwh.3	HPCA																							
uc001bwi.1	TMEM54																							
uc001bwj.1	TMEM54																							
uc001bwk.1	TMEM54																							
uc001bwm.4	RNF19B																							
uc001bwn.3	BC036308																							
uc001bwo.2	AK2																							
uc001bwp.2	AK2																							
uc001bwq.2	AK2																							
uc001bwr.3	ADC																							
uc001bws.3	ADC																							
uc001bwt.1	ADC																							
uc001bwu.3	ADC																							
uc001bwv.3	ADC																							
uc001bwx.1	ADC																							
uc001bwy.1	ADC																							
uc001bwz.1	ADC																							
uc001bxa.1	AX747064																							
uc001bxb.3	TRIM62																							
uc001bxc.1	ZNF362																							
uc001bxe.1	PHC2																							
uc001bxf.1	PHC2																							
uc001bxg.1	PHC2																							
uc001bxh.1	PHC2																							
uc001bxi.1	PHC2																							
uc001bxj.4	ZSCAN20																							
uc001bxk.2	ZSCAN20																							
uc001bxm.1	CSMD2																							
uc001bxn.1	CSMD2																							
uc001bxo.1	CSMD2																							
uc001bxp.3	HMGB4																							
uc001bxq.3	HMGB4																							
uc001bxr.3	LOC402779																							
uc001bxs.4	C1orf94																							
uc001bxt.3	C1orf94																							
uc001bxu.3	GJB5																							
uc001bxv.1	GJB4																							
uc001bxw.4	GJB4																							
uc001bxx.3	GJB3																							
uc001bxy.3	GJB3																							
uc001bxz.4	GJB3																							
uc001bya.3	GJA4																							
uc001byb.3	C1orf212																							
uc001byc.3	DLGAP3																							
uc001byd.4	LOC653160																							
uc001bye.3	ZMYM6NB																							
uc001byf.1	ZMYM6																							
uc001byh.3	ZMYM6																							
uc001byi.2	ZMYM6																							
uc001byj.2	ZMYM6																							
uc001byk.2	ZMYM6																							
uc001byl.1	ZMYM1																							
uc001bym.3	ZMYM1																							
uc001byn.3	ZMYM1																							
uc001byo.3	ZMYM1																							
uc001byp.3	BX537811																							
uc001byq.3	AL831889																							
uc001bys.3	SFPQ																							
